Namespace(data_dirs=['/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P01', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P02', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P03', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P04', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P06', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P07', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P09', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P11', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P12', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P22', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P23', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P25', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P26', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P27', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P28', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P30', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P33', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P34', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P35', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P36', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P37', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/UT_ego', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y', '/misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d'], dataset_name='sayavakepicutego4d', filekey=False, maxcount=1000000.0, maxsize=1e+16, shards='/misc/vlgscratch4/LakeGroup/emin/')
# of images 17958947
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000000.tar 0 0.0 GB 0
counter, i, fname, cls 0 3323938 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1837/img_0250.jpeg 11094
counter, i, fname, cls 2950000 2387471 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1055/img_0243.jpeg 7972
counter, i, fname, cls 2960000 10327315 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00305249.jpeg 14177
counter, i, fname, cls 2970000 9784824 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00983851.jpeg 14176
counter, i, fname, cls 2980000 3359312 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1955/img_0224.jpeg 11212
counter, i, fname, cls 2990000 10013733 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_01212760.jpeg 14176
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000003.tar 1000000 381.3 GB 3000000
counter, i, fname, cls 3000000 2525539 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1516/img_0011.jpeg 8433
counter, i, fname, cls 3010000 8349673 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04102186.jpeg 14174
counter, i, fname, cls 3020000 6429738 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02182251.jpeg 14174
counter, i, fname, cls 3030000 506849 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P01/class_0063/img_0011.jpeg 1690
counter, i, fname, cls 3040000 5987153 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01739666.jpeg 14174
counter, i, fname, cls 3050000 15581903 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00362637.jpeg 14182
counter, i, fname, cls 3060000 15034588 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00429355.jpeg 14181
counter, i, fname, cls 3070000 14249676 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01138412.jpeg 14180
counter, i, fname, cls 3080000 10086422 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00064356.jpeg 14177
counter, i, fname, cls 3090000 8685633 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04438146.jpeg 14174
counter, i, fname, cls 3100000 3320488 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1826/img_0100.jpeg 11083
counter, i, fname, cls 3110000 11337988 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_01315922.jpeg 14177
counter, i, fname, cls 3120000 12514086 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00888563.jpeg 14179
counter, i, fname, cls 3130000 14620329 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00015096.jpeg 14181
counter, i, fname, cls 3140000 1912681 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_1121/img_0225.jpeg 6389
counter, i, fname, cls 3150000 13053851 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01428328.jpeg 14179
counter, i, fname, cls 3160000 8925071 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00124098.jpeg 14176
counter, i, fname, cls 3170000 1564015 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/UT_ego/class_0163/img_0027.jpeg 5227
counter, i, fname, cls 3180000 9941856 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_01140883.jpeg 14176
counter, i, fname, cls 3190000 3101422 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1096/img_0034.jpeg 10353
counter, i, fname, cls 3200000 9191245 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00390272.jpeg 14176
counter, i, fname, cls 3210000 15826636 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00607370.jpeg 14182
counter, i, fname, cls 3220000 8115792 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03868305.jpeg 14174
counter, i, fname, cls 3230000 6861841 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02614354.jpeg 14174
counter, i, fname, cls 3240000 5925844 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01678357.jpeg 14174
counter, i, fname, cls 3250000 197783 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_0659/img_0083.jpeg 659
counter, i, fname, cls 3260000 2971613 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0663/img_0125.jpeg 9920
counter, i, fname, cls 3270000 15258379 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00039113.jpeg 14182
counter, i, fname, cls 3280000 10969732 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00947666.jpeg 14177
counter, i, fname, cls 3290000 14999263 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00394030.jpeg 14181
counter, i, fname, cls 3300000 17705950 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0014/img_0116.jpeg 14199
counter, i, fname, cls 3310000 11242615 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_01220549.jpeg 14177
counter, i, fname, cls 3320000 15791901 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00572635.jpeg 14182
counter, i, fname, cls 3330000 11773111 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00147588.jpeg 14179
counter, i, fname, cls 3340000 4659247 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00411760.jpeg 14174
counter, i, fname, cls 3350000 6262384 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02014897.jpeg 14174
counter, i, fname, cls 3360000 16227267 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00048021.jpeg 14183
counter, i, fname, cls 3370000 13545791 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00434527.jpeg 14180
counter, i, fname, cls 3380000 11402966 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000004/img_00002074.jpeg 14178
counter, i, fname, cls 3390000 961027 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_0624/img_0138.jpeg 3216
counter, i, fname, cls 3400000 2917342 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0482/img_0154.jpeg 9739
counter, i, fname, cls 3410000 10419389 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00397323.jpeg 14177
counter, i, fname, cls 3420000 16695435 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00516189.jpeg 14183
counter, i, fname, cls 3430000 5577108 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01329621.jpeg 14174
counter, i, fname, cls 3440000 13064281 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01438758.jpeg 14179
counter, i, fname, cls 3450000 110397 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_0367/img_0297.jpeg 367
counter, i, fname, cls 3460000 4067896 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4317/img_0208.jpeg 13574
counter, i, fname, cls 3470000 6965936 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02718449.jpeg 14174
counter, i, fname, cls 3480000 5454176 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01206689.jpeg 14174
counter, i, fname, cls 3490000 17050301 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00871055.jpeg 14183
counter, i, fname, cls 3500000 9559174 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00758201.jpeg 14176
counter, i, fname, cls 3510000 10810620 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00788554.jpeg 14177
counter, i, fname, cls 3520000 17819247 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0392/img_0013.jpeg 14577
counter, i, fname, cls 3530000 1837601 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_0871/img_0145.jpeg 6139
counter, i, fname, cls 3540000 15881771 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00662505.jpeg 14182
counter, i, fname, cls 3550000 2051681 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/Y/class_1585/img_0025.jpeg 6853
counter, i, fname, cls 3560000 8960546 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00159573.jpeg 14176
counter, i, fname, cls 3570000 12359641 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00734118.jpeg 14179
counter, i, fname, cls 3580000 15392305 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00173039.jpeg 14182
counter, i, fname, cls 3590000 13046743 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01421220.jpeg 14179
counter, i, fname, cls 3600000 13472841 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00361577.jpeg 14180
counter, i, fname, cls 3610000 14534724 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01423460.jpeg 14180
counter, i, fname, cls 3620000 14902725 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000007/img_00297492.jpeg 14181
counter, i, fname, cls 3630000 16716800 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00537554.jpeg 14183
counter, i, fname, cls 3640000 10389657 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00367591.jpeg 14177
counter, i, fname, cls 3650000 9310678 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00509705.jpeg 14176
counter, i, fname, cls 3660000 4483577 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00236090.jpeg 14174
counter, i, fname, cls 3670000 12564494 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00938971.jpeg 14179
counter, i, fname, cls 3680000 2416918 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1153/img_0290.jpeg 8070
counter, i, fname, cls 3690000 16147511 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00928245.jpeg 14182
counter, i, fname, cls 3700000 9405240 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00604267.jpeg 14176
counter, i, fname, cls 3710000 15795129 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00575863.jpeg 14182
counter, i, fname, cls 3720000 9944549 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_01143576.jpeg 14176
counter, i, fname, cls 3730000 3461374 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2295/img_0286.jpeg 11552
counter, i, fname, cls 3740000 16230201 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00050955.jpeg 14183
counter, i, fname, cls 3750000 8108065 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03860578.jpeg 14174
counter, i, fname, cls 3760000 5340687 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01093200.jpeg 14174
counter, i, fname, cls 3770000 16258339 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00079093.jpeg 14183
counter, i, fname, cls 3780000 10425397 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00403331.jpeg 14177
counter, i, fname, cls 3790000 8921017 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00120044.jpeg 14176
counter, i, fname, cls 3800000 1452695 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_2263/img_0106.jpeg 4855
counter, i, fname, cls 3810000 17250053 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_01070807.jpeg 14183
counter, i, fname, cls 3820000 14241161 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01129897.jpeg 14180
counter, i, fname, cls 3830000 10504153 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00482087.jpeg 14177
counter, i, fname, cls 3840000 7481145 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03233658.jpeg 14174
counter, i, fname, cls 3850000 12331439 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00705916.jpeg 14179
counter, i, fname, cls 3860000 8517068 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04269581.jpeg 14174
counter, i, fname, cls 3870000 3916659 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_3813/img_0171.jpeg 13070
counter, i, fname, cls 3880000 16708725 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00529479.jpeg 14183
counter, i, fname, cls 3890000 9207297 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00406324.jpeg 14176
counter, i, fname, cls 3900000 15528113 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00308847.jpeg 14182
counter, i, fname, cls 3910000 5341192 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01093705.jpeg 14174
counter, i, fname, cls 3920000 4854778 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00607291.jpeg 14174
counter, i, fname, cls 3930000 208935 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_0696/img_0135.jpeg 696
counter, i, fname, cls 3940000 10655281 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00633215.jpeg 14177
counter, i, fname, cls 3950000 6330212 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02082725.jpeg 14174
counter, i, fname, cls 3960000 7079236 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02831749.jpeg 14174
counter, i, fname, cls 3970000 3171305 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1329/img_0017.jpeg 10586
counter, i, fname, cls 3980000 57930 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_0193/img_0030.jpeg 193
counter, i, fname, cls 3990000 10635216 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00613150.jpeg 14177
# writing /misc/vlgscratch4/LakeGroup/emin/sayavakepicutego4d_000004.tar 1000000 380.9 GB 4000000
counter, i, fname, cls 4000000 3379051 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2021/img_0163.jpeg 11278
counter, i, fname, cls 4010000 524224 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/P02/class_0033/img_0074.jpeg 1748
counter, i, fname, cls 4020000 6720086 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02472599.jpeg 14174
counter, i, fname, cls 4030000 6294990 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02047503.jpeg 14174
counter, i, fname, cls 4040000 12723098 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01097575.jpeg 14179
counter, i, fname, cls 4050000 1285045 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/S/class_1704/img_0156.jpeg 4296
counter, i, fname, cls 4060000 4257805 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00010318.jpeg 14174
counter, i, fname, cls 4070000 15662793 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00443527.jpeg 14182
counter, i, fname, cls 4080000 4660021 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00412534.jpeg 14174
counter, i, fname, cls 4090000 7144206 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02896719.jpeg 14174
counter, i, fname, cls 4100000 6117052 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01869565.jpeg 14174
counter, i, fname, cls 4110000 15984185 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00764919.jpeg 14182
counter, i, fname, cls 4120000 16174281 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00955015.jpeg 14182
counter, i, fname, cls 4130000 8536154 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04288667.jpeg 14174
counter, i, fname, cls 4140000 4573109 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00325622.jpeg 14174
counter, i, fname, cls 4150000 10152590 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00130524.jpeg 14177
counter, i, fname, cls 4160000 14458386 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01347122.jpeg 14180
counter, i, fname, cls 4170000 6406327 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_02158840.jpeg 14174
counter, i, fname, cls 4180000 2463443 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1309/img_0015.jpeg 8226
counter, i, fname, cls 4190000 12087782 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00462259.jpeg 14179
counter, i, fname, cls 4200000 3190836 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1394/img_0048.jpeg 10651
counter, i, fname, cls 4210000 16845489 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00666243.jpeg 14183
counter, i, fname, cls 4220000 8262953 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04015466.jpeg 14174
counter, i, fname, cls 4230000 17151916 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00972670.jpeg 14183
counter, i, fname, cls 4240000 14300318 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01189054.jpeg 14180
counter, i, fname, cls 4250000 16560191 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00380945.jpeg 14183
counter, i, fname, cls 4260000 7872206 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_03624719.jpeg 14174
counter, i, fname, cls 4270000 8378572 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04131085.jpeg 14174
counter, i, fname, cls 4280000 3043189 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0902/img_0001.jpeg 10159
counter, i, fname, cls 4290000 4004627 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_4106/img_0239.jpeg 13363
counter, i, fname, cls 4300000 10412538 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00390472.jpeg 14177
counter, i, fname, cls 4310000 2544786 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1580/img_0058.jpeg 8497
counter, i, fname, cls 4320000 2428747 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_test/class_1193/img_0119.jpeg 8110
counter, i, fname, cls 4330000 11262618 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_01240552.jpeg 14177
counter, i, fname, cls 4340000 2960376 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_0625/img_0288.jpeg 9882
counter, i, fname, cls 4350000 9787583 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000002/img_00986610.jpeg 14176
counter, i, fname, cls 4360000 13178731 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_00067467.jpeg 14180
counter, i, fname, cls 4370000 14145920 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000006/img_01034656.jpeg 14180
counter, i, fname, cls 4380000 4381361 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_00133874.jpeg 14174
counter, i, fname, cls 4390000 13079781 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_01454258.jpeg 14179
counter, i, fname, cls 4400000 3123496 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_1169/img_0208.jpeg 10426
counter, i, fname, cls 4410000 16900121 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000009/img_00720875.jpeg 14183
counter, i, fname, cls 4420000 8722687 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_04475200.jpeg 14174
counter, i, fname, cls 4430000 15654667 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000008/img_00435401.jpeg 14182
counter, i, fname, cls 4440000 17736034 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/kcam/class_0114/img_0200.jpeg 14299
counter, i, fname, cls 4450000 11790772 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000005/img_00165249.jpeg 14179
counter, i, fname, cls 4460000 6090805 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000000/img_01843318.jpeg 14174
counter, i, fname, cls 4470000 256744 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/A/class_0855/img_0244.jpeg 855
counter, i, fname, cls 4480000 10187699 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ego4d/class_00000003/img_00165633.jpeg 14177
counter, i, fname, cls 4490000 3408722 /misc/vlgscratch5/LakeGroup/emin/sayavakepicut/1fps_300s/ava_trainval/class_2120/img_0134.jpeg 11377
